Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Afghanistan,1971,11015853,1915000,0.17384037,173.84037,0.8149,,2350000,0.21332891,2133.2891,,,463000,0.042030334,42.030334,,,,2378000,0.21587071,215.87071,1963000,0.17819773,178.19773,,,,,,,168000,0.015250748,15.250748,178.2245,488.286296487,1397.9199,37.70272,4.5740757
,Afghanistan,1972,11286753,2450000,0.21706863,217.06863,0.84569997,,2897100,0.25668144,2566.8143999999998,,,170000,0.015061905,15.061905000000001,,,,2620000,0.23213053,232.13053,2215000,0.19624776,196.24776,,,,,,,210000,0.018605882,18.605882,196.26146,537.70262475996,1539.2246,41.523987,5.0344615
,Afghanistan,1973,11575308,2700000,0.23325513,233.25513,1.1739,,2300000,0.19869882,1986.9882,,,21000,0.0018142066,1.8142066000000001,,,,2721000,0.23506933,235.06932999999998,2310000,0.19956273,199.56273,,,,,,,217000,0.0187468,18.7468,199.5245,546.642460287,1565.1008,42.208103,5.117073
,Afghanistan,1974,11869881,2750000,0.23167881,231.67881,1.2074,,2277600,0.19188061,1918.8061,,,5000,0.0004212342,0.4212342,,,,2755000,0.23210005,232.10005,2335000,0.19671638,196.71638,,,,,,,220000,0.018534305,18.534305,196.70651,538.9219398162601,1542.7963,41.610004,5.0461435
,Afghanistan,1975,12157390,2850000,0.23442532,234.42532,1.2128,,2350000,0.19329807,1932.9806999999998,,,13000,0.0010693085,1.0693085,,,,2863000,0.23549463,235.49463,2434000,0.20020744,200.20744,,,,,,,229000,0.01883628,18.836280000000002,200.18336,548.44755615936,1570.3693,42.351444,5.131318
,Afghanistan,1976,12425276,2936000,0.23629254,236.29254,1.2494,,2350000,0.1891306,1891.306,,,11000,0.0008852922,0.8852922000000001,,,,2947000,0.23717783,237.17783,2512000,0.20216855,202.16855,,,,,,,236000,0.018993542,18.993541999999998,202.14511,553.82221363986,1585.2498,42.76464,5.18453
,Afghanistan,1977,12687308,2652000,0.2090278,209.0278,1.1309,,2345000,0.18483038,1848.3038,,,45000,0.0035468517,3.5468517,,,,2697000,0.21257465,212.57465,2282000,0.1798648,179.8648,,,,,,,216000,0.017024888,17.024887999999997,179.86421,492.77865260646007,1410.5184,38.05215,4.612693
,Afghanistan,1978,12938864,2813000,0.21740703,217.40703,1.198,,2348000,0.18146878,1814.6878,,,54000,0.004173473,4.1734729999999995,,,,2867000,0.2215805,221.5805,2454000,0.18966116,189.66116,,,,,,,229000,0.017698618,17.698618,189.6621,519.6221865846001,1487.4258,40.12377,4.8662696
,Afghanistan,1979,12986378,2663000,0.20506103,205.06103000000002,1.2317,,2162000,0.16648214,1664.8214,,,150000,0.011550564,11.550564,,,,2813000,0.2166116,216.61159999999998,2443000,0.1881202,188.12019999999998,,,,,,,197000,0.015169742,15.169742,188.15082,515.4816934753201,1475.1122,39.80251,4.828568
,Afghanistan,1980,12486640,2550000,0.20421827,204.21827000000002,1.2549,,2032000,0.16273393,1627.3393,,,4000,0.00032034237,0.32034237,,,,2554000,0.20453861,204.53861,2129000,0.17050223,170.50223,,,,,,,255000,0.020421827,20.421827,170.46779,467.03503642554006,1354.2426,36.53183,4.422663
,Afghanistan,1981,11155196,2470000,0.22142148,221.42148,1.235,,2000000,0.17928864,1792.8864,,,79000,0.0070819017,7.0819016999999995,,,,2549000,0.22850338,228.50338,2133000,0.19121134,191.21134,,,,,,,250000,0.02241108,22.41108,191.23163,523.92226873338,1518.9287,40.97737,4.962376
,Afghanistan,1982,10088290,2391000,0.23700745,237.00745,1.2299,,1944000,0.19269866,1926.9866,,,73000,0.0072361124,7.2361124000000006,,,,2464000,0.24424358,244.24357999999998,2068000,0.20499015,204.99015,,,,,,,240000,0.023789959,23.789959,204.99603,561.63295328778,1628.046,43.932198,5.322458
,Afghanistan,1983,9951447,2306000,0.2317251,231.7251,1.258,,1833000,0.18419431,1841.9431,,,70000,0.0070341527,7.0341527,,,,2376000,0.23875925,238.75925,1994000,0.20037287,200.37287,,,,,,,230000,0.023112217,23.112217,200.38286,548.99413149636,1611.5265,43.48661,5.26514
,Afghanistan,1984,10243689,2194000,0.21418065,214.18065,1.2319,,1781000,0.17386314,1738.6314,,,21000,0.0020500426,2.0500426,,,,2215000,0.21623069,216.23069,1851000,0.18069662,180.69662,,,,,,,220000,0.021476638,21.476637999999998,180.7084,495.09150189840005,1453.4436,39.205948,4.7560935
,Afghanistan,1985,10512220,2081000,0.1979601,197.9601,1.2277,,1695000,0.16124092,1612.4092,,,58000,0.005517388,5.5173879999999995,,,,2139000,0.20347747,203.47746999999998,1791000,0.17037314,170.37314,,,,,,,210000,0.01997675,19.976750000000003,170.37602,466.78361177052005,1370.9045,36.97055,4.4856
,Afghanistan,1986,10448447,1925000,0.18423791,184.23791,1.189,,1619000,0.15495126,1549.5126,,,100000,0.009570801,9.570801,,,,2025000,0.1938087,193.8087,1683000,0.16107658,161.07658,,,,,,,190000,0.01818452,18.18452,161.0436,441.2153380536,1327.9279,35.817406,4.34379
,Afghanistan,1987,10322767,2300000,0.22280848,222.80848,1.2849,,1790000,0.17340311,1734.0311,,,261000,0.025283918,25.283918,,,,2561000,0.2480924,248.0924,2194000,0.21253991,212.53991,,,,,,,230000,0.022280848,22.280848,212.51985,582.2461585611,1752.2439,47.262356,5.7336416
,Afghanistan,1988,10383459,1900000,0.18298334,182.98334,1.1728,,1620000,0.15601738,1560.1738,,,228000,0.021958001,21.958001000000003,,,,2128000,0.20494135,204.94135,1801000,0.17344895,173.44895,,,,,,,190000,0.018298334,18.298334,173.4341,475.16191305660004,1464.729,39.519043,4.794044
,Afghanistan,1989,10673172,1800000,0.16864714,168.64714,1.118,,1610000,0.1508455,1508.455,,,268000,0.025109686,25.109686,,,,2068000,0.19375683,193.75682999999998,1754000,0.16433728,164.33728,,,,,,,180000,0.016864715,16.864715,164.36072,450.30333796272,1388.0612,37.44928,4.5393066
,Afghanistan,1990,10694804,1650000,0.15428053,154.28053,1.051,,1570000,0.14680026,1468.0025999999998,,,299000,0.0279575,27.9575,,,,1949000,0.18223803,182.23803,1640000,0.1533455,153.3455,,,,,,,165000,0.015428052,15.428052,153.37782,420.2132012773201,1310.7809,35.363663,4.288831
,Afghanistan,1991,10745168,1726000,0.16063035,160.63035,1.0213,,1690000,0.15728,1572.8,,,139000,0.012936047,12.936047,,,,1845000,0.17170508,171.70508,1539000,0.14322717,143.22717,,,,,,,170000,0.015821066,15.821066000000002,143.26633,392.51048922558005,1224.2075,33.028954,4.002443
,Afghanistan,1992,12057436,1650000,0.13684501,136.84501,1.0313,,1600000,0.1326982,1326.982,,,78000,0.006469037,6.469037,,,,1908000,0.1582426,158.2426,1582000,0.13120534,131.20534,,,,,,,165000,0.013684502,13.684502,131.19608,359.44131147408,1121.4613,30.253109,3.665655
,Afghanistan,1993,14003764,1940000,0.13853419,138.53419,1.0210999,,1900000,0.13567781,1356.7781,,,170000,0.012139593,12.139593000000001,,,,2200000,0.15710062,157.10062,1840000,0.13139324,131.39324,,,,,,,190000,0.013567781,13.567781,131.40186,360.00509229036004,1122.6482,30.298496,3.6735303
,Afghanistan,1994,15455560,2050000,0.13263835,132.63834999999997,1.025,,2000000,0.12940326,1294.0326,,,71000,0.004593816,4.5938159999999995,,,,2211000,0.14305532,143.05532000000002,1855000,0.12002153,120.02153,,,,,,,200000,0.012940327,12.940327,120.03589,328.86544876614,1026.0754,27.678438,3.3598104
,Afghanistan,1995,16418911,2100000,0.1279013,127.90129999999999,1.0895,,1927468,0.117393166,1173.93166,,,108000,0.006577781,6.577781000000001,,,,2198000,0.13387002,133.87002,1853000,0.11285767,112.85767,,,,,,,170000,0.010353914,10.353914000000001,112.892044,309.293268139944,965.04486,26.027292,3.159692
,Afghanistan,1996,17106600,2300000,0.13445103,134.45103,1.122,,2050000,0.119836785,1198.36785,,,128000,0.0074824924,7.4824924,,,,2528000,0.14777923,147.77923,2177000,0.12726082,127.26082,,,,,,,170000,0.009937685,9.937685,127.26207,348.66320199282,1087.25,29.344984,3.5524008
,Afghanistan,1997,17788818,2711000,0.15239911,152.39911,1.2764,,2124000,0.11940085,1194.0085000000001,,,158000,0.008881984,8.881984000000001,,,,2799000,0.15734604,157.34604,2343000,0.13171196,131.71195999999998,,,,,,,270000,0.015178074,15.178074,131.70164,360.82640735064,1125.9384,30.36719,3.688972
,Afghanistan,1998,18493134,2834000,0.15324606,153.24606,1.2964,,2186000,0.11820603,1182.0603,,,86000,0.0046503744,4.6503744,,,,2860000,0.15465198,154.65197999999998,2407000,0.13015641,130.15641,,,,,,,280000,0.015140754,15.140754,130.17235,356.6365717761,1112.2688,30.004898,3.6478198
,Afghanistan,1999,19262854,2499000,0.12973155,129.73155,1.2329,,2027000,0.10522844,1052.2844,,,187000,0.009707804,9.707804000000001,,,,2886000,0.14982204,149.82204,2463000,0.12786268,127.86268000000001,,,,,,,250000,0.012978347,12.978347,127.87294,350.33681841444,1092.5853,29.478014,3.5900714
,Afghanistan,2000,19542986,1469000,0.07516763,75.16763,0.724,,2029000,0.10382242,1038.2241999999999,,,929000,0.047536235,47.536235000000005,,,,2898000,0.1482885,148.2885,2600000,0.13304006,133.04005999999998,,,,,,,147000,0.0075218803,7.5218803,133.05667,364.53881827242003,1137.0834,30.666475,3.7727141
,Afghanistan,2001,19688634,1597000,0.08111279,81.11279,0.89769995,,1779000,0.0903567,903.567,,,1229000,0.062421802,62.421802,,,,2976000,0.15115319,151.15319,2668000,0.13550965,135.50965000000002,,,,,,,160000,0.008126516,8.126516,135.5242,371.29917436920005,1158.0115,31.238117,3.8491955
,Afghanistan,2002,21000258,2686000,0.1279032,127.9032,1.5418999,,1742000,0.08295136,829.5136,,,1057000,0.050332714,50.332714,,,,3243000,0.15442668,154.42668,2776000,0.13218886,132.18886,,,,,,,269000,0.012809366,12.809366,132.21196,362.22454432296,1130.2245,30.460026,3.8379002
,Afghanistan,2003,22645136,3480000,0.15367539,153.67539,1.5,,2320000,0.10245026,1024.5026,,,729000,0.032192342,32.192342,,,,3909000,0.17261985,172.61984999999999,3095000,0.13667394,136.67394,,,,,,,654000,0.028880375,28.880375,136.674,374.449311324,1167.7874,31.460844,4.14442
,Afghanistan,2004,23553554,2390000,0.10147089,101.47089,1.2659,,1888000,0.08015776,801.5776,,,603000,0.025601232,25.601232000000003,,,,3793000,0.16103727,161.03727,3249000,0.13794097,137.94097,,,,,,,344000,0.014605015,14.605015,137.96349,377.98216060374006,1178.8439,31.745165,4.252404
,Afghanistan,2005,24411196,4266000,0.17475587,174.75587000000002,1.8215,,2342000,0.095939584,959.3958399999999,,,1018000,0.041702177,41.702177,,,,4434000,0.18163797,181.63797,3486000,0.14280333,142.80333000000002,,,,,,,640000,0.026217477,26.217477,142.80371,391.24303718346,1220.0745,32.823875,4.6542077
,Afghanistan,2006,25442946,3363000,0.13217808,132.17808,1.3759999,,2444000,0.096058056,960.58056,,,1006000,0.039539445,39.539445,,,,4519000,0.17761308,177.61308,3704000,0.14558062,145.58061999999998,,,,,,,505000,0.01984833,19.84833,145.56802,398.81648916252,1244.1282,33.525978,4.372078
,Afghanistan,2007,25903306,4484000,0.17310531,173.10531,1.8183,,2466000,0.0952002,952.002,,,1056000,0.040766995,40.766995,,,,5140000,0.19843027,198.43026999999998,4164000,0.16075169,160.75169,,,,,,,673000,0.02598124,25.98124,160.75925,440.43629696550005,1374.2454,37.01613,4.7910404
,Afghanistan,2008,26427204,2623000,0.09925378,99.25378,1.2263,,2139000,0.08093932,809.3932,,,1732000,0.065538526,65.538526,,,,4905000,0.1856042,185.6042,4252000,0.16089481,160.89481,,,,,,,397000,0.015022399,15.022399,160.88963,440.79350244138004,1374.7579,37.059135,4.695044
,Afghanistan,2009,27385310,5064000,0.18491666,184.91666,1.9666,,2575000,0.09402851,940.2850999999999,,,1861000,0.06795614,67.95614,,,,5625000,0.20540209,205.40209000000002,4538000,0.16570929,165.70929,,,,,,,768000,0.028044233,28.044233,165.71999,454.02736532274,1416.4967,38.19482,4.7351456
,Afghanistan,2010,28189672,4532000,0.1607681,160.7681,1.9252,,2354000,0.08350576,835.0576,,,1860000,0.06598161,65.98160999999999,,,,6209000,0.22025797,220.25797,4924000,0.1746739,174.6739,294000,0.010429352,10.429352,,,,678000,0.024051363,24.051363,174.6832,478.58410480320003,1492.9657,40.23346,5.3630805
,Afghanistan,2011,29249156,3388000,0.1158324,115.8324,1.5179,,2232000,0.0763099,763.099,,,2222000,0.075968005,75.968005,,,,6011000,0.2055102,205.5102,4894000,0.16732107,167.32107,282000,0.009641304,9.641304,,,,508000,0.017368022,17.368022,167.3112,458.38684473120003,1430.2126,38.550873,4.880639
,Afghanistan,2012,30466484,5050000,0.16575591,165.75591,2.0104,,2512000,0.08245126,824.5126,,,1633000,0.053599883,53.599883,,,,6186000,0.20304279,203.04279,4924000,0.16162023,161.62023,188000,0.006170715,6.170715,,,,758000,0.024879798,24.879798,161.612,442.772598312,1381.7975,37.250233,4.643494
,Afghanistan,2013,31541216,5169235,0.16388826,163.88826,2.0248,,2552922,0.08093924,809.3924,,,1812000,0.05744864,57.448640000000005,,,,6639000,0.2104865,210.4865,5215000,0.16533922,165.33922,326000,0.010335683,10.335683,,,,775000,0.024571024,24.571024,165.35435,453.0256119081001,1412.909,38.10046,4.829059
,Afghanistan,2014,32716214,5370259,0.1641467,164.1467,2.0237,,2653746,0.08111409,811.1409,,,1466000,0.044809587,44.809587,0,0,0,6586000,0.20130691,201.30691000000002,5293000,0.16178523,161.78523,141000,0.0043097897,4.3097897000000005,,,,803000,0.024544405,24.544404999999998,161.78444,443.24503666344,1385.1792,37.261116,5.2938733
,Afghanistan,2015,33753500,4673040,0.1384461,138.4461,2.1959,,2128104,0.06304839,630.4839,,,1907000,0.056497846,56.497845999999996,0,0,0,6760000,0.20027553,200.27553,5502000,0.16300532,163.00532,260000,0.0077029048,7.702904800000001,,,,701000,0.020768216,20.768216,162.98819,446.54298183594,1394.7695,37.57109,5.057059
,Afghanistan,2016,34636212,4555110,0.13151294,131.51294,1.9803,,2300210,0.06641056,664.1056,,,2771000,0.08000298,80.00298000000001,0,0,0,6880000,0.19863604,198.63604,5770000,0.16658865,166.58865,54000,0.0015590619,1.5590619,,,,684000,0.019748118,19.748117999999998,166.60637,456.45580365462,1427.1206,38.43112,5.179314
,Afghanistan,2017,35643420,4280776,0.120100036,120.10003599999999,2.0342,,2104377,0.059039705,590.39705,,,3080000,0.08641146,86.41145999999999,2000,0.000056111337,0.056111337,7151000,0.20062609,200.62609,5944000,0.1667629,166.7629,221000,0.006200303,6.200303,,,,642000,0.01801174,18.01174,166.75821,456.87180365046,1429.7052,38.48188,5.1730075
,Afghanistan,2018,36686788,3613300,0.0984905,98.4905,2.21,,1635000,0.044566453,445.66453,,,3419000,0.09319431,93.19431,0,0,0,7036000,0.19178566,191.78566,5952000,0.16223824,162.23824000000002,276000,0.007523144,7.523144,,,,542000,0.014773711,14.773711,162.23772,444.48689966472,1390.1458,37.489353,4.650707
,Afghanistan,2019,37769496,4890000,0.12946956,129.46956,2.0951,,2334000,0.0617959,617.9590000000001,,,2526000,0.06687937,66.87937,0,0,0,7519000,0.199076,199.076,6160000,0.16309458,163.09457999999998,249000,0.0065926216,6.5926216,,,,734000,0.019433672,19.433671999999998,163.09831,446.84468046306,1397.0071,37.67991,4.6634054
,Afghanistan,2020,38972236,5185000,0.13304344,133.04344,1.9433999,,2668000,0.06845899,684.5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1961,291178000,5091715,0.023010325,23.010325,0.69094217,,7369235,0.033302825,333.02825,,,3249000,0.012702583,12.702583,208000,0.00081343413,0.81343413,9401000,0.036755,36.755,8029000,0.0313909,31.3909,240000,0.0020251528,2.0251528,0,0,0,488000,0.0019122885,1.9122885,31.406736,86.045851194336,248.41896,7.5340652,1.1063197
,Africa,1962,298334460,6852639,0.030222893,30.222893,0.9218807,,7433325,0.03278395,327.8395,,,3478000,0.013275859,13.275858999999999,222000,0.00084762025,0.84762025,9329000,0.035609685,35.609685,7860000,0.030002372,30.002372,249000,0.0020531882,2.0531882,0,0,0,528000,0.0020199788,2.0199787999999996,29.993292,82.17340191799201,237.26381,7.1958957,1.062211
,Africa,1963,305755600,7160090,0.03081218,30.81218,0.8976482,,7976499,0.03432545,343.2545,,,3736000,0.01391828,13.91828,284000,0.0010583048,1.0583048,9724000,0.036226273,36.226273000000006,8268000,0.030802017,30.802017,256000,0.002062191,2.0621910000000003,0,0,0,537000,0.002005017,2.005017,30.804945,84.39710874507,243.69872,7.395287,1.0951928
,Africa,1964,313466080,6812840,0.028597392,28.597392,0.87154686,,7816952,0.032812227,328.12227,,,3421000,0.012435895,12.435895,210000,0.0007635815,0.7635815,9945000,0.036151703,36.151703,8528000,0.031000676,31.000676000000002,242000,0.0019040296,1.9040296,0,0,0,500000,0.0018214918,1.8214918,30.984911,84.890166274386,245.24402,7.4422574,1.1025394
,Africa,1965,321447400,6711683,0.027475357,27.475357,0.8275844,,8109968,0.033199463,331.99463,,,3610000,0.012801679,12.801679,318000,0.0011279695,1.1279695,10654000,0.03778091,37.78091,9159000,0.032479383,32.479383,265000,0.0020360826,2.0360826,0,0,0,552000,0.0019615046,1.9615046,32.47769,88.97997171294001,256.8078,7.7939997,1.1434715
,Africa,1966,329658400,5531425,0.021307169,21.307169000000002,0.7569531,,7307487,0.028148597,281.48597,,,5587000,0.01932345,19.323449999999998,204000,0.00070574076,0.70574076,11024000,0.038128104,38.128104,9453000,0.03269457,32.69457,293000,0.0021976524,2.1976524,0,0,0,567000,0.0019649281,1.9649280999999998,32.685905,89.55042376203,258.38974,7.8359737,1.1502556
,Africa,1967,338159970,6843701,0.025697337,25.697337,0.8401286,,8146016,0.030587386,305.87386000000004,,,6025000,0.020318804,20.318804,94000,0.00031708577,0.31708577,11560000,0.038985126,38.985126,9877000,0.033309348,33.309348,317000,0.0023207471,2.3207471,0,0,0,625000,0.0021118436,2.1118436000000003,33.31352,91.26991689552,263.21918,7.9778066,1.1709936
,Africa,1968,346980400,8693579,0.031812895,31.812895,0.9923189,,8760872,0.032059144,320.59144,,,4873000,0.016019268,16.019268,111000,0.0003649858,0.3649858,11945000,0.039267424,39.267424000000005,10216000,0.033583593,33.583593,307000,0.0021939327,2.1939327,3000,0.0000133986505,0.013398650500000001,670000,0.0022067588,2.2067588,33.58176,92.00482099776,264.9833,8.034643,1.1769742
,Africa,1969,356070660,7175216,0.02558594,25.58594,0.80654305,,8896259,0.031722967,317.22967,,,3617000,0.011588366,11.588365999999999,92000,0.00029482707,0.29482706999999997,12645000,0.040512823,40.512823000000004,10857000,0.03478432,34.78432,357000,0.0024905105,2.4905105,4000,0.00001739919,0.017399190000000002,659000,0.0021153288,2.1153288,34.78298,95.29583466348001,274.40396,8.316698,1.2131376
,Africa,1970,365450430,7964607,0.027630039,27.630039,0.86934006,,9161670,0.031377733,313.77733,,,4008000,0.012512572,12.512571999999999,146000,0.00045590772,0.45590772,13027000,0.04066898,40.66898,11214000,0.035008978,35.008978000000006,360000,0.002451694,2.451694,0,0,0,674000,0.0021080538,2.1080538,35.009834,95.917352465484,276.32098,8.372584,1.2178321
,Africa,1971,375086300,8909019,0.030116158,30.116158000000002,0.9779543,,9109852,0.030402627,304.02627,,,5774000,0.017564692,17.564692,74000,0.00022516464,0.22516464,13836000,0.04208955,42.08955,11830000,0.035987236,35.987235999999996,374000,0.0024867905,2.4867905,1000,0.000004125929,0.0041259289999999995,825000,0.0025142233,2.5142233,35.98186,98.58043737036,283.6835,8.589071,1.2430271
,Africa,1972,384930780,9495232,0.031284656,31.284656000000002,0.9914201,,9577405,0.031153219,311.53219,,,5236000,0.015519025,15.519025000000001,137000,0.0004061528,0.40615280000000004,14653000,0.043430153,43.430153,12579000,0.037283007,37.283007,390000,0.0025317364,2.5317363999999998,1000,0.000004019082,0.004019082,896000,0.0026603611,2.6603611,37.28539,102.15175240314001,293.99368,8.902743,1.2814178
,Africa,1973,395212400,8548049,0.027438408,27.438408000000003,0.9342791,,9149353,0.028994182,289.94182,,,5624000,0.016234402,16.234402,443000,0.0012790812,1.2790811999999998,15009000,0.043325417,43.325416999999995,12947000,0.037373185,37.37318500000001,423000,0.0026797876,2.6797876,0,0,0,878000,0.0025388813,2.5388813,37.374725,102.39650582535,294.08484,8.907039,1.2765001
,Africa,1974,406069220,8457896,0.026431711,26.431711,0.9638208,,8775382,0.027074793,270.74793,,,7978000,0.022421349,22.421349,455000,0.0012790334,1.2790334,15589000,0.04381128,43.811280000000004,13439000,0.037768926,37.768926,478000,0.0029536358,2.9536358,0,0,0,950000,0.0026745645,2.6745645000000002,37.770447,103.480675677522,297.6028,9.017353,1.2970585
,Africa,1975,417557000,9424231,0.02864915,28.649150000000002,1.1009274,,8560266,0.025692498,256.92498,,,8868000,0.02424514,24.24514,59000,0.00016134414,0.16134414,16389000,0.044807576,44.807576000000005,14092000,0.03852757,38.52757,498000,0.0029959579,2.9959579,4000,0.000014823604,0.014823604,1016000,0.0027827658,2.7827658,38.534283,105.573377026458,303.31326,9.187983,1.3180169
,Africa,1976,429573250,10027084,0.028328488,28.328488,1.124778,,8914722,0.024881206,248.81206,,,8887000,0.023623029,23.623029,65000,0.00017282058,0.17282058,17036000,0.04528434,45.28434,14692000,0.039053623,39.053623,562000,0.003287036,3.287036,0,0,0,1020000,0.0027163806,2.7163806000000004,39.051476,106.99034413557601,306.54166,9.280524,1.3224605
,Africa,1977,441701760,7629224,0.020966858,20.966858000000002,0.9218016,,8276427,0.022470742,224.70741999999998,,,10347000,0.026759524,26.759524,214000,0.00055357843,0.55357843,17972000,0.04647938,46.47938,15738000,0.040701784,40.701783999999996,515000,0.0029294603,2.9294603,0,0,0,1018000,0.002637856,2.637856,40.706493,111.52463724091801,319.69272,9.675252,1.3770791
,Africa,1978,454463040,8444855,0.022574322,22.574322000000002,1.0393645,,8125018,0.02144546,214.4546,,,12736000,0.032054115,32.054115,193000,0.000485858,0.48585799999999996,19945000,0.050197814,50.197814,17487000,0.04401149,44.01149,622000,0.0034417724,3.4417724,2000,0.000006814118,0.006814118,1126000,0.0028396072,2.8396072,44.017616,120.596207013216,344.66025,10.407777,1.4739974
,Africa,1979,467976260,8659497,0.022510832,22.510832,1.0564569,,8196735,0.021012412,210.12412,,,12198000,0.029876364,29.876364,160000,0.00039197668,0.39197667999999997,20128000,0.049299188,49.299188,17742000,0.043455195,43.455195,606000,0.0032610341,3.2610341,2000,0.0000066295283,0.0066295283000000005,1103000,0.0027070076,2.7070076000000003,43.460262,119.069209768212,340.73346,10.299787,1.4704001
,Africa,1980,481543140,8689505,0.021976793,21.976793,1.0960861,,7927757,0.019755838,197.55838,,,14028000,0.033447962,33.447962,191000,0.00045552055,0.45552054999999997,21940000,0.052313108,52.313108,19450000,0.046376023,46.376023,669000,0.0034996949,3.4996949,0,0,0,1237000,0.0029553266,2.9553266000000002,46.372803,127.048774071978,363.86572,10.992279,1.5708312
